volcano_number;volcano_name;primary_volcano_type;country;region;subregion;elevation;tectonic_settings;evidence_category;major_rock;population_nearby
271080;Camiguin;Stratovolcano(es);Philippines;Philippines and SE Asia;Mindanao;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;alot
345060;Irazu;Stratovolcano;Costa Rica;México and Central America;Costa Rica;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
334050;Northern EPR at 9.8°N;Submarine;Undersea Features;Hawaii and Pacific Ocean;Pacific Ocean (eastern);low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;none
221190;Fentale;Stratovolcano;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;high;Rift zone / Continental crust (>25 km);Eruption Observed;Rhyolite;quite alot
221200;Kone;Caldera(s);Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;medium;Rift zone / Continental crust (>25 km);Eruption Observed;Rhyolite;quite alot
221250;Tullu Moje;Pyroclastic cone;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;high;Rift zone / Continental crust (>25 km);Eruption Observed;Rhyolite;alot
376010;Jan Mayen;Stratovolcano;Norway;Iceland and Arctic Ocean;Atlantic Ocean (Jan Mayen);high;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;none
221270;Alutu;Stratovolcano;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;high;Rift zone / Continental crust (>25 km);Eruption Dated;Rhyolite;quite alot
271031;Leonard Range;Stratovolcano;Philippines;Philippines and SE Asia;Mindanao;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
373100;Tjornes Fracture Zone;Submarine;Iceland;Iceland and Arctic Ocean;Iceland (northeastern);low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;none
373090;Theistareykir;Shield;Iceland;Iceland and Arctic Ocean;Iceland (northeastern);low;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;none
314060;Imuruk Lake;Shield(s);United States;Alaska;Alaska (western);low;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
373070;Fremrinamar;Stratovolcano;Iceland;Iceland and Arctic Ocean;Iceland (northeastern);low;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;none
373060;Askja;Stratovolcano;Iceland;Iceland and Arctic Ocean;Iceland (northeastern);medium;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;none
373080;Krafla;Caldera;Iceland;Iceland and Arctic Ocean;Iceland (northeastern);low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;few
370030;Ljosufjoll;Fissure vent(s);Iceland;Iceland and Arctic Ocean;Iceland (western);medium;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;few
371050;Hengill;Crater rows;Iceland;Iceland and Arctic Ocean;Iceland (southwestern);low;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;quite alot
371060;Grimsnes;Crater rows;Iceland;Iceland and Arctic Ocean;Iceland (southwestern);low;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;quite alot
371070;Prestahnukur;Subglacial;Iceland;Iceland and Arctic Ocean;Iceland (southwestern);medium;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;few
371080;Langjokull;Subglacial;Iceland;Iceland and Arctic Ocean;Iceland (southwestern);medium;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;none
373010;Grimsvotn;Caldera;Iceland;Iceland and Arctic Ocean;Iceland (northeastern);medium;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;none
373030;Bardarbunga;Stratovolcano;Iceland;Iceland and Arctic Ocean;Iceland (northeastern);high;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;none
374010;Oraefajokull;Stratovolcano;Iceland;Iceland and Arctic Ocean;Iceland (southeastern);high;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;none
373050;Kverkfjoll;Stratovolcano;Iceland;Iceland and Arctic Ocean;Iceland (northeastern);medium;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;none
371030;Krysuvik;Crater rows;Iceland;Iceland and Arctic Ocean;Iceland (southwestern);low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;alot
371020;Reykjanes;Crater rows;Iceland;Iceland and Arctic Ocean;Iceland (southwestern);low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;alot
371040;Brennisteinsfjoll;Crater rows;Iceland;Iceland and Arctic Ocean;Iceland (southwestern);low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;alot
372010;Vestmannaeyjar;Submarine;Iceland;Iceland and Arctic Ocean;Iceland (southern);low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;quite alot
372050;Torfajokull;Stratovolcano;Iceland;Iceland and Arctic Ocean;Iceland (southern);medium;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Rhyolite;none
372030;Katla;Subglacial;Iceland;Iceland and Arctic Ocean;Iceland (southern);medium;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;none
372070;Hekla;Stratovolcano;Iceland;Iceland and Arctic Ocean;Iceland (southern);medium;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;none
372020;Eyjafjallajokull;Stratovolcano;Iceland;Iceland and Arctic Ocean;Iceland (southern);medium;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;none
315020;Wrangell;Shield;United States;Alaska;Alaska (eastern);high;Intraplate / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
313040;Spurr;Stratovolcano;United States;Alaska;Alaska (southwestern);high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
313020;Iliamna;Stratovolcano;United States;Alaska;Alaska (southwestern);high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
271020;Matutum;Stratovolcano;Philippines;Philippines and SE Asia;Mindanao;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
313010;Augustine;Lava dome(s);United States;Alaska;Alaska (southwestern);medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
300700;Severny;Shield;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
312140;Martin;Stratovolcano;United States;Alaska;Alaska Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;none
312160;Trident;Stratovolcano;United States;Alaska;Alaska Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
312170;Katmai;Stratovolcano;United States;Alaska;Alaska Peninsula;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
300590;Elovsky;Shield(s);Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
300650;Nylgimelkin;Shield(s);Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
300560;Titila;Shield(s);Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
314010;St. Paul Island;Shield;United States;Alaska;Alaska (western);low;Intraplate / Continental crust (>25 km);Eruption Dated;Trachybasalt / Tephrite Basanite;few
312130;Ugashik-Peulik;Stratovolcano;United States;Alaska;Alaska Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
312131;Ukinrek Maars;Maar(s);United States;Alaska;Alaska Peninsula;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;none
312110;Chiginagak;Stratovolcano;United States;Alaska;Alaska Peninsula;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
315040;Edgecumbe;Stratovolcano(es);United States;Alaska;Alaska (eastern);low;Intraplate / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;none
320060;Edziza;Stratovolcano;Canada;Canada and Western USA;Canada;high;Intraplate / Continental crust (>25 km);Eruption Dated;Trachyte / Trachydacite;none
300270;Sheveluch;Stratovolcano;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
300261;Ushkovsky;Compound;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;none
300260;Klyuchevskoy;Stratovolcano;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;none
300450;Alney-Chashakondzha;Stratovolcano;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
300360;Bolshoi-Kekuknaysky;Shield(s);Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
302030;Udokan Plateau;Pyroclastic cone(s);Russia;Kamchatka and Mainland Asia;Russia (southeastern);high;Rift zone / Continental crust (>25 km);Eruption Dated;Trachybasalt / Tephrite Basanite;few
312090;Aniakchak;Caldera;United States;Alaska;Alaska Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
320080;Hoodoo Mountain;Subglacial;Canada;Canada and Western USA;Canada;medium;Intraplate / Continental crust (>25 km);Eruption Dated;Phonolite;none
320090;Iskut-Unuk River Cones;Pyroclastic cone(s);Canada;Canada and Western USA;Canada;medium;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
300221;Vysoky;Stratovolcano;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;none
300240;Tolbachik;Shield;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;none
300250;Bezymianny;Stratovolcano;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
300273;Cherpuk Group;Pyroclastic cone(s);Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;none
311390;Amak;Stratovolcano;United States;Alaska;Aleutian Islands;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
312030;Pavlof;Stratovolcano;United States;Alaska;Alaska Peninsula;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
300150;Bolshoi Semiachik;Stratovolcano(es);Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
300210;Gamchen;Complex;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
300180;Kikhpinych;Stratovolcano(es);Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
300190;Krasheninnikov;Caldera;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;few
300170;Uzon;Caldera(s);Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;none
300140;Maly Semyachik;Caldera;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;few
300130;Karymsky;Stratovolcano;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
311320;Akutan;Stratovolcano;United States;Alaska;Aleutian Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;none
311350;Fisher;Stratovolcano;United States;Alaska;Aleutian Islands;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
311340;Westdahl;Stratovolcano?;United States;Alaska;Aleutian Islands;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;none
311360;Shishaldin;Stratovolcano;United States;Alaska;Aleutian Islands;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;none
300125;Akademia Nauk;Stratovolcano(es);Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
300124;Zavaritsky;Pyroclastic cone(s);Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
300123;Bakening;Stratovolcano;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;none
300122;Kostakan;Pyroclastic cone(s);Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;few
300100;Avachinsky;Stratovolcano;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
311290;Okmok;Shield;United States;Alaska;Aleutian Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;none
311300;Bogoslof;Submarine;United States;Alaska;Aleutian Islands;low;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Trachyandesite / Basaltic Trachyandesite;none
311310;Makushin;Stratovolcano;United States;Alaska;Aleutian Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;none
302060;Jom-Bolok;Volcanic field;Russia;Kamchatka and Mainland Asia;Russia (southeastern);high;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
300083;Vilyuchik;Stratovolcano;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;none
300084;Barkhatnaya Sopka;Lava dome(s);Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;low;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;none
300060;Mutnovsky;Complex;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;none
300070;Gorely;Caldera;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;none
300053;Khodutka;Stratovolcano(es);Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;none
300080;Opala;Caldera;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;few
311160;Atka;Stratovolcano(es);United States;Alaska;Aleutian Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;none
311161;Korovin;Stratovolcano(es);United States;Alaska;Aleutian Islands;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;none
311180;Seguam;Stratovolcano(es);United States;Alaska;Aleutian Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;none
311190;Amukta;Stratovolcano;United States;Alaska;Aleutian Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;none
311210;Yunaska;Shield;United States;Alaska;Aleutian Islands;low;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;none
320150;Wells Gray-Clearwater;Pyroclastic cone(s);Canada;Canada and Western USA;Canada;high;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;few
311060;Semisopochnoi;Stratovolcano;United States;Alaska;Aleutian Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;none
300023;Kurile Lake;Caldera;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;low;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;few
300050;Ksudach;Stratovolcano;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
300021;Yavinsky;Stratovolcano;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;low;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;few
300022;Diky Greben;Lava dome(s);Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;none
300020;Koshelev;Stratovolcano;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;none
311080;Tanaga;Stratovolcano(es);United States;Alaska;Aleutian Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;none
311110;Kanaga;Stratovolcano;United States;Alaska;Aleutian Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;none
311111;Moffett;Stratovolcano;United States;Alaska;Aleutian Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Dated;Andesite / Basaltic Andesite;none
290380;Ebeko;Stratovolcano;Russia;Kuril Islands;Kuril Islands;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
290360;Chikurachki;Stratovolcano(es);Russia;Kuril Islands;Kuril Islands;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;none
290390;Alaid;Stratovolcano;Russia;Kuril Islands;Kuril Islands;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;none
320180;Meager;Complex;Canada;Canada and Western USA;Canada;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;few
261020;Seulawah Agam;Stratovolcano;Indonesia;Indonesia;Sumatra;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
351012;Bravo, Cerro;Stratovolcano;Colombia;South America;Colombia;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;quite alot
290300;Kharimkotan;Stratovolcano;Russia;Kuril Islands;Kuril Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;few
290310;Tao-Rusyr Caldera;Stratovolcano;Russia;Kuril Islands;Kuril Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;none
303010;Taryatu-Chulutu;Volcanic field;Mongolia;Kamchatka and Mainland Asia;Mongolia;high;Intraplate / Continental crust (>25 km);Eruption Dated;Trachybasalt / Tephrite Basanite;quite alot
290240;Sarychev Peak;Stratovolcano;Russia;Kuril Islands;Kuril Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;few
305030;Wudalianchi;Volcanic field;China;Kamchatka and Mainland Asia;China (eastern);low;Intraplate / Continental crust (>25 km);Eruption Observed;Trachybasalt / Tephrite Basanite;alot
321020;Glacier Peak;Stratovolcano;United States;Canada and Western USA;USA (Washington);high;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;none
321010;Baker;Stratovolcano(es);United States;Canada and Western USA;USA (Washington);high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
290220;Rasshua;Stratovolcano;Russia;Kuril Islands;Kuril Islands;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;none
290200;Ketoi;Stratovolcano;Russia;Kuril Islands;Kuril Islands;medium;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;few
305011;Arxan-Chaihe;Pyroclastic cone(s);China;Kamchatka and Mainland Asia;China (eastern);medium;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;quite alot
331010;Endeavour Segment;Submarine;Canada;Hawaii and Pacific Ocean;Pacific Ocean (northern);low;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;none
290161;Milna;Stratovolcano;Russia;Kuril Islands;Kuril Islands;medium;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;few
290120;Kolokol Group;Stratovolcano;Russia;Kuril Islands;Kuril Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;few
290150;Chirpoi;Caldera;Russia;Kuril Islands;Kuril Islands;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;few
331020;CoAxial Segment;Submarine;Undersea Features;Hawaii and Pacific Ocean;Pacific Ocean (northern);low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;none
321050;St. Helens;Stratovolcano;United States;Canada and Western USA;USA (Washington);high;Subduction zone / Continental crust (>25 km);Eruption Observed;Dacite;few
321040;Adams;Stratovolcano;United States;Canada and Western USA;USA (Washington);high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;none
321030;Rainier;Stratovolcano;United States;Canada and Western USA;USA (Washington);high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;none
290080;Sashiusudake [Baransky];Stratovolcano;Japan - administered by Russia;Kuril Islands;Kuril Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;none
290100;Moyorodake [Medvezhia];Stratovolcano;Japan - administered by Russia;Kuril Islands;Kuril Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;few
290090;Chirippusan [Chirip];Stratovolcano(es);Japan - administered by Russia;Kuril Islands;Kuril Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;few
290070;Etorofu-Yakeyama [Grozny Group];Complex(es);Japan - administered by Russia;Kuril Islands;Kuril Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;none
321060;West Crater;Volcanic field;United States;Canada and Western USA;USA (Washington);medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
321070;Indian Heaven;Shield(s);United States;Canada and Western USA;USA (Washington);medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;few
322010;Hood;Stratovolcano;United States;Canada and Western USA;USA (Oregon);high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
290050;Etorofu-Atosanupuri [Atosanupuri];Stratovolcano;Japan - administered by Russia;Kuril Islands;Kuril Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;few
290030;Chachadake [Tiatia];Stratovolcano;Japan - administered by Russia;Kuril Islands;Kuril Islands;medium;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;few
285090;Shiretoko-Iozan;Stratovolcano;Japan;Japan, Taiwan, Marianas;Hokkaido;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
305040;Jingbo;Volcanic field;China;Kamchatka and Mainland Asia;China (eastern);medium;Intraplate / Continental crust (>25 km);Eruption Dated;Trachybasalt / Tephrite Basanite;alot
331030;Cleft Segment;Submarine;Undersea Features;Hawaii and Pacific Ocean;Pacific Ocean (northern);low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;none
322040;Sand Mountain Field;Pyroclastic cone(s);United States;Canada and Western USA;USA (Oregon);medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;few
322070;Three Sisters;Complex;United States;Canada and Western USA;USA (Oregon);high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;none
322060;Belknap;Shield(s);United States;Canada and Western USA;USA (Oregon);high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;none
322020;Jefferson;Stratovolcano;United States;Canada and Western USA;USA (Oregon);high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;none
325010;Yellowstone;Caldera(s);United States;Canada and Western USA;USA (Wyoming);high;Rift zone / Continental crust (>25 km);Eruption Dated;Rhyolite;none
214010;Elbrus;Stratovolcano;Russia;Mediterranean and Western Asia;Western Asia;high;Intraplate / Continental crust (>25 km);Eruption Dated;Dacite;few
290010;Tomariyama [Golovnin];Caldera;Japan - administered by Russia;Kuril Islands;Kuril Islands;low;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
290020;Raususan [Mendeleev];Stratovolcano;Japan - administered by Russia;Kuril Islands;Kuril Islands;low;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;few
285081;Mashu;Caldera;Japan;Japan, Taiwan, Marianas;Hokkaido;low;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;quite alot
285080;Kussharo;Caldera;Japan;Japan, Taiwan, Marianas;Hokkaido;low;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;quite alot
285070;Akan;Caldera;Japan;Japan, Taiwan, Marianas;Hokkaido;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
285061;Maruyama;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Hokkaido;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;none
285060;Taisetsuzan;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Hokkaido;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
285050;Tokachidake;Stratovolcano(es);Japan;Japan, Taiwan, Marianas;Hokkaido;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
322090;Bachelor;Stratovolcano;United States;Canada and Western USA;USA (Oregon);high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
322100;Davis Lake;Volcanic field;United States;Canada and Western USA;USA (Oregon);high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;quite alot
